,NOC,Sport,Year,Gold,Silver,Bronze,Total
619,BRA,Sailing,1996,3,0,2,5
620,BRA,Athletics,1996,0,0,4,4
621,BRA,Judo,1996,0,0,2,2
622,BRA,Swimming,1996,0,1,2,3
623,BRA,Football,1996,0,0,17,17
624,BRA,Equestrianism,1996,0,0,4,4
625,BRA,Volleyball,1996,0,0,12,12
626,BRA,Basketball,1996,0,12,0,12
627,BRA,Beach Volleyball,1996,2,2,0,4
628,BRA,Sailing,2000,0,1,2,3
629,BRA,Athletics,2000,0,5,0,5
630,BRA,Judo,2000,0,2,0,2
631,BRA,Swimming,2000,0,0,4,4
632,BRA,Equestrianism,2000,0,0,4,4
633,BRA,Volleyball,2000,0,0,12,12
634,BRA,Basketball,2000,0,0,12,12
635,BRA,Beach Volleyball,2000,0,4,2,6
636,BRA,Sailing,2004,3,0,0,3
637,BRA,Athletics,2004,0,0,1,1
638,BRA,Judo,2004,0,0,2,2
639,BRA,Football,2004,0,17,0,17
640,BRA,Equestrianism,2004,1,0,0,1
641,BRA,Volleyball,2004,12,0,0,12
642,BRA,Beach Volleyball,2004,2,2,0,4
643,BRA,Taekwondo,2008,0,0,1,1
644,BRA,Sailing,2008,0,2,2,4
645,BRA,Athletics,2008,1,0,4,5
646,BRA,Judo,2008,0,0,3,3
647,BRA,Swimming,2008,1,0,1,2
648,BRA,Football,2008,0,18,17,35
649,BRA,Volleyball,2008,12,12,0,24
650,BRA,Beach Volleyball,2008,0,2,2,4
651,BRA,Sailing,2012,0,0,2,2
652,BRA,Boxing,2012,0,1,2,3
653,BRA,Judo,2012,1,0,3,4
654,BRA,Swimming,2012,0,1,1,2
655,BRA,Football,2012,0,18,0,18
656,BRA,Volleyball,2012,12,12,0,24
657,BRA,Beach Volleyball,2012,0,2,2,4
658,BRA,Modern Pentathlon,2012,0,0,1,1
659,BRA,Gymnastics,2012,1,0,0,1
660,BRA,Taekwondo,2016,0,0,1,1
661,BRA,Sailing,2016,2,0,0,2
662,BRA,Boxing,2016,1,0,0,1
663,BRA,Athletics,2016,1,0,0,1
664,BRA,Judo,2016,1,0,2,3
665,BRA,Swimming,2016,0,0,1,1
666,BRA,Football,2016,17,0,0,17
667,BRA,Shooting,2016,0,1,0,1
668,BRA,Volleyball,2016,12,0,0,12
669,BRA,Canoeing,2016,0,3,1,4
670,BRA,Beach Volleyball,2016,2,2,0,4
671,BRA,Gymnastics,2016,0,2,1,3
672,BRA,Sailing,2020,2,0,0,2
673,BRA,Tennis,2020,0,0,2,2
674,BRA,Boxing,2020,1,1,1,3
675,BRA,Athletics,2020,0,0,2,2
676,BRA,Judo,2020,0,0,2,2
677,BRA,Artistic Gymnastics,2020,1,1,0,2
678,BRA,Swimming,2020,0,0,2,2
679,BRA,Football,2020,22,0,0,22
680,BRA,Volleyball,2020,0,12,0,12
681,BRA,Canoe Sprint,2020,1,0,0,1
682,BRA,Marathon Swimming,2020,1,0,0,1
683,BRA,Skateboarding,2020,0,3,0,3
684,BRA,Surfing,2020,1,0,0,1
685,BRA,Taekwondo,2024,0,0,1,1
686,BRA,Boxing,2024,0,0,1,1
687,BRA,Athletics,2024,0,1,1,2
688,BRA,Judo,2024,1,1,11,13
689,BRA,Artistic Gymnastics,2024,1,2,5,8
690,BRA,Football,2024,0,22,0,22
691,BRA,Volleyball,2024,0,0,13,13
692,BRA,Beach Volleyball,2024,2,0,0,2
693,BRA,Canoe Sprint,2024,0,1,0,1
694,BRA,Skateboarding,2024,0,0,2,2
695,BRA,Surfing,2024,0,1,1,2
696,BRN,Athletics,2012,0,0,1,1
697,BRN,Athletics,2016,1,1,0,2
698,BRN,Athletics,2020,0,1,0,1
699,BRN,Weightlifting,2024,0,0,1,1
700,BRN,Wrestling,2024,1,0,0,1
701,BRN,Athletics,2024,1,1,0,2
702,BUL,Boxing,1952,0,0,1,1
703,BUL,Wrestling,1956,1,3,0,4
704,BUL,Football,1956,0,0,14,14
705,BUL,Wrestling,1960,1,3,2,6
706,BUL,Gymnastics,1960,0,0,1,1
707,BUL,Wrestling,1964,3,4,1,8
708,BUL,Boxing,1964,0,0,1,1
709,BUL,Shooting,1964,0,1,0,1
710,BUL,Wrestling,1968,2,3,1,6
711,BUL,Boxing,1968,0,0,2,2
712,BUL,Football,1968,0,18,0,18
713,BUL,Weightlifting,1972,3,3,0,6
714,BUL,Wrestling,1972,2,4,2,8
715,BUL,Boxing,1972,1,1,0,2
716,BUL,Athletics,1972,0,2,2,4
717,BUL,Canoeing,1972,0,0,2,2
718,BUL,Rowing,1976,4,5,0,9
719,BUL,Weightlifting,1976,2,3,1,6
720,BUL,Wrestling,1976,1,3,3,7
721,BUL,Boxing,1976,0,0,1,1
722,BUL,Athletics,1976,1,2,1,4
723,BUL,Basketball,1976,0,0,12,12
724,BUL,Rowing,1980,0,5,11,16
725,BUL,Weightlifting,1980,2,4,2,8
726,BUL,Wrestling,1980,3,4,3,10
727,BUL,Boxing,1980,1,0,1,2
728,BUL,Athletics,1980,0,1,1,2
729,BUL,Judo,1980,0,1,1,2
730,BUL,Shooting,1980,0,0,2,2
731,BUL,Equestrianism,1980,0,3,0,3
732,BUL,Volleyball,1980,0,12,10,22
733,BUL,Basketball,1980,0,12,0,12
734,BUL,Canoeing,1980,1,2,6,9
735,BUL,Gymnastics,1980,1,0,1,2
736,BUL,Rowing,1988,0,2,3,5
737,BUL,Tennis,1988,0,0,1,1
738,BUL,Weightlifting,1988,2,1,1,4
739,BUL,Wrestling,1988,1,4,3,8
740,BUL,Boxing,1988,1,1,0,2
741,BUL,Athletics,1988,2,1,1,4
742,BUL,Swimming,1988,1,1,1,3
743,BUL,Shooting,1988,1,1,0,2
744,BUL,Canoeing,1988,1,2,6,9
745,BUL,Gymnastics,1988,1,0,1,2
746,BUL,Rhythmic Gymnastics,1988,0,1,0,1
747,BUL,Weightlifting,1992,1,2,1,4
748,BUL,Wrestling,1992,0,1,1,2
749,BUL,Boxing,1992,0,1,1,2
750,BUL,Athletics,1992,0,1,1,2
751,BUL,Shooting,1992,0,2,1,3
752,BUL,Canoeing,1992,2,0,2,4
753,BUL,Weightlifting,1996,0,1,2,3
754,BUL,Wrestling,1996,1,0,0,1
755,BUL,Boxing,1996,1,2,0,3
756,BUL,Athletics,1996,1,0,0,1
757,BUL,Shooting,1996,0,2,2,4
758,BUL,Canoeing,1996,0,0,2,2
759,BUL,Gymnastics,1996,0,1,0,1
760,BUL,Rhythmic Gymnastics,1996,0,6,0,6
761,BUL,Rowing,2000,0,1,0,1
762,BUL,Weightlifting,2000,1,2,0,3
763,BUL,Wrestling,2000,1,1,0,2
764,BUL,Athletics,2000,1,0,0,1
765,BUL,Shooting,2000,2,0,0,2
766,BUL,Canoeing,2000,0,2,0,2
767,BUL,Gymnastics,2000,0,0,2,2
768,BUL,Rowing,2004,0,0,2,2
769,BUL,Weightlifting,2004,1,0,1,2
770,BUL,Wrestling,2004,0,0,1,1
771,BUL,Boxing,2004,0,0,1,1
772,BUL,Judo,2004,0,0,1,1
773,BUL,Shooting,2004,1,0,1,2
774,BUL,Gymnastics,2004,0,1,1,2
775,BUL,Rhythmic Gymnastics,2004,0,0,6,6
776,BUL,Rowing,2008,1,0,0,1
777,BUL,Wrestling,2008,0,1,3,4
778,BUL,Wrestling,2012,0,1,0,1
779,BUL,Boxing,2012,0,0,1,1
780,BUL,Wrestling,2016,0,0,1,1
781,BUL,Athletics,2016,0,1,0,1
782,BUL,Rhythmic Gymnastics,2016,0,0,5,5
783,BUL,Wrestling,2020,0,0,2,2
784,BUL,Boxing,2020,1,0,0,1
785,BUL,Shooting,2020,0,1,0,1
786,BUL,Karate,2020,1,0,0,1
787,BUL,Rhythmic Gymnastics,2020,5,0,0,5
788,BUL,Taekwondo,2024,0,0,1,1
789,BUL,Weightlifting,2024,1,0,1,2
790,BUL,Wrestling,2024,2,0,0,2
791,BUL,Boxing,2024,0,0,1,1
792,BUL,Rhythmic Gymnastics,2024,0,1,0,1
793,BUR,Athletics,2020,0,0,1,1
794,CAN,Athletics,1900,1,0,1,2
795,CAN,Rowing,1904,0,9,0,9
796,CAN,Athletics,1904,1,0,0,1
797,CAN,Football,1904,13,0,0,13
798,CAN,Golf,1904,1,0,0,1
799,CAN,Lacrosse,1904,12,0,12,24
800,CAN,Athletics,1906,1,1,0,2
801,CAN,Rowing,1908,0,0,15,15
802,CAN,Wrestling,1908,0,0,1,1
803,CAN,Athletics,1908,1,1,4,6
804,CAN,Shooting,1908,1,7,6,14
805,CAN,Cycling,1908,0,0,4,4
806,CAN,Lacrosse,1908,12,0,0,12
807,CAN,Rowing,1912,0,0,1,1
808,CAN,Athletics,1912,1,2,2,5
809,CAN,Swimming,1912,2,0,0,2
810,CAN,Boxing,1920,1,2,2,5
811,CAN,Athletics,1920,1,0,0,1
812,CAN,Swimming,1920,0,1,1,2
813,CAN,Ice Hockey,1920,8,0,0,8
814,CAN,Rowing,1924,0,13,0,13
815,CAN,Boxing,1924,0,0,1,1
816,CAN,Shooting,1924,0,6,0,6
817,CAN,Rowing,1928,0,2,9,11
818,CAN,Wrestling,1928,0,1,2,3
819,CAN,Boxing,1928,0,0,1,1
820,CAN,Athletics,1928,7,2,5,14
821,CAN,Swimming,1928,0,0,4,4
822,CAN,Sailing,1932,0,6,4,10
823,CAN,Rowing,1932,0,0,11,11
824,CAN,Wrestling,1932,0,1,0,1
825,CAN,Boxing,1932,1,0,0,1
826,CAN,Athletics,1932,1,6,8,15
827,CAN,Art Competitions,1932,0,0,1,1
828,CAN,Wrestling,1936,0,0,1,1
829,CAN,Athletics,1936,0,1,6,7
830,CAN,Basketball,1936,0,9,0,9
831,CAN,Canoeing,1936,1,2,2,5
832,CAN,Athletics,1948,0,0,4,4
833,CAN,Canoeing,1948,0,1,1,2
834,CAN,Art Competitions,1948,0,1,0,1
835,CAN,Weightlifting,1952,0,1,0,1
836,CAN,Shooting,1952,1,0,0,1
837,CAN,Canoeing,1952,0,2,0,2
838,CAN,Rowing,1956,4,9,0,13
839,CAN,Shooting,1956,1,0,1,2
840,CAN,Equestrianism,1956,0,0,3,3
841,CAN,Diving,1956,0,0,1,1
842,CAN,Rowing,1960,0,9,0,9
843,CAN,Rowing,1964,2,0,0,2
844,CAN,Athletics,1964,0,1,1,2
845,CAN,Judo,1964,0,1,0,1
846,CAN,Swimming,1968,0,3,4,7
847,CAN,Equestrianism,1968,3,0,0,3
848,CAN,Sailing,1972,0,0,3,3
849,CAN,Swimming,1972,0,2,6,8
850,CAN,Athletics,1976,0,1,0,1
851,CAN,Swimming,1976,0,6,14,20
852,CAN,Equestrianism,1976,0,1,0,1
853,CAN,Canoeing,1976,0,1,0,1
854,CAN,Sailing,1984,0,2,4,6
855,CAN,Rowing,1984,9,7,7,23
856,CAN,Weightlifting,1984,0,1,0,1
857,CAN,Wrestling,1984,0,1,1,2
858,CAN,Boxing,1984,0,2,1,3
859,CAN,Athletics,1984,0,9,6,15
860,CAN,Judo,1984,0,0,1,1
861,CAN,Swimming,1984,4,6,6,16
862,CAN,Shooting,1984,1,0,0,1
863,CAN,Cycling,1984,0,2,0,2
864,CAN,Diving,1984,1,0,0,1
865,CAN,Canoeing,1984,3,3,6,12
866,CAN,Rhythmic Gymnastics,1984,1,0,0,1
867,CAN,Synchronized Swimming,1984,0,3,0,3
868,CAN,Sailing,1988,0,0,2,2
869,CAN,Boxing,1988,1,1,1,3
870,CAN,Athletics,1988,0,0,1,1
871,CAN,Swimming,1988,0,4,6,10
872,CAN,Equestrianism,1988,0,0,4,4
873,CAN,Synchronized Swimming,1988,3,0,0,3
874,CAN,Sailing,1992,0,0,2,2
875,CAN,Rowing,1992,24,0,1,25
876,CAN,Wrestling,1992,0,1,0,1
877,CAN,Boxing,1992,0,1,1,2
878,CAN,Athletics,1992,1,1,1,3
879,CAN,Judo,1992,0,0,1,1
880,CAN,Swimming,1992,1,0,5,6
881,CAN,Cycling,1992,0,0,1,1
882,CAN,Synchronized Swimming,1992,1,2,0,3
883,CAN,Rowing,1996,2,15,4,21
884,CAN,Wrestling,1996,0,1,0,1
885,CAN,Boxing,1996,0,1,0,1
886,CAN,Athletics,1996,6,0,0,6
887,CAN,Swimming,1996,0,1,2,3
888,CAN,Cycling,1996,0,2,3,5
889,CAN,Diving,1996,0,0,1,1
890,CAN,Canoeing,1996,0,1,0,1
891,CAN,Beach Volleyball,1996,0,0,2,2
892,CAN,Synchronized Swimming,1996,0,9,0,9
893,CAN,Taekwondo,2000,0,0,1,1
894,CAN,Rowing,2000,0,0,9,9
895,CAN,Tennis,2000,2,0,0,2
896,CAN,Wrestling,2000,1,0,0,1
897,CAN,Judo,2000,0,1,0,1
898,CAN,Swimming,2000,0,0,1,1
899,CAN,Diving,2000,0,2,1,3
900,CAN,Canoeing,2000,0,1,1,2
901,CAN,Trampolining,2000,0,0,2,2
902,CAN,Triathlon,2000,1,0,0,1
903,CAN,Synchronized Swimming,2000,0,0,8,8
904,CAN,Sailing,2004,0,2,0,2
905,CAN,Rowing,2004,0,4,0,4
906,CAN,Wrestling,2004,0,1,0,1
907,CAN,Cycling,2004,1,1,0,2
908,CAN,Diving,2004,0,1,2,3
909,CAN,Canoeing,2004,1,0,2,3
910,CAN,Trampolining,2004,0,1,0,1
911,CAN,Gymnastics,2004,1,0,0,1
912,CAN,Taekwondo,2008,0,1,0,1
913,CAN,Rowing,2008,9,2,6,17
914,CAN,Wrestling,2008,1,0,1,2
915,CAN,Athletics,2008,0,0,2,2
916,CAN,Swimming,2008,0,0,1,1
917,CAN,Equestrianism,2008,1,4,0,5
918,CAN,Diving,2008,0,2,0,2
919,CAN,Canoeing,2008,0,1,1,2
920,CAN,Trampolining,2008,0,2,0,2
921,CAN,Triathlon,2008,0,1,0,1
922,CAN,Rowing,2012,0,18,0,18
923,CAN,Weightlifting,2012,0,0,1,1
924,CAN,Wrestling,2012,0,1,1,2
925,CAN,Athletics,2012,0,0,1,1
926,CAN,Judo,2012,0,0,1,1
927,CAN,Swimming,2012,0,1,2,3
928,CAN,Football,2012,0,0,18,18
929,CAN,Cycling,2012,0,0,3,3
930,CAN,Diving,2012,0,0,4,4
931,CAN,Canoeing,2012,0,1,2,3
932,CAN,Trampolining,2012,1,0,0,1
933,CAN,Rowing,2016,0,2,0,2
934,CAN,Wrestling,2016,1,0,0,1
935,CAN,Athletics,2016,1,1,8,10
936,CAN,Swimming,2016,1,1,13,15
937,CAN,Football,2016,0,0,18,18
938,CAN,Equestrianism,2016,0,0,1,1
939,CAN,Cycling,2016,0,0,6,6
940,CAN,Rugby Sevens,2016,0,0,12,12
941,CAN,Diving,2016,0,0,3,3
942,CAN,Trampolining,2016,1,0,0,1
943,CAN,Rowing,2020,9,0,2,11
944,CAN,Weightlifting,2020,1,0,0,1
945,CAN,Athletics,2020,2,1,9,12
946,CAN,Judo,2020,0,0,2,2
947,CAN,Swimming,2020,1,7,7,15
948,CAN,Football,2020,22,0,0,22
949,CAN,Diving,2020,0,2,0,2
950,CAN,Canoe Sprint,2020,0,1,2,3
951,CAN,Cycling Track,2020,1,0,1,2
952,CAN,Baseball/Softball,2020,0,0,15,15
953,CAN,Taekwondo,2024,0,0,1,1
954,CAN,Rowing,2024,0,9,0,9
955,CAN,Tennis,2024,0,0,2,2
956,CAN,Trampoline Gymnastics,2024,0,0,1,1
957,CAN,Weightlifting,2024,0,1,0,1
958,CAN,Boxing,2024,0,0,1,1
959,CAN,Athletics,2024,8,1,1,10
960,CAN,Judo,2024,1,0,0,1
961,CAN,Swimming,2024,3,2,3,8
962,CAN,Fencing,2024,0,0,1,1
963,CAN,Rugby Sevens,2024,0,14,0,14
964,CAN,Diving,2024,0,0,2,2
965,CAN,Beach Volleyball,2024,0,2,0,2
966,CAN,Canoe Sprint,2024,1,0,2,3
967,CAN,Breaking,2024,1,0,0,1
968,CHI,Athletics,1928,0,1,0,1
969,CHI,Equestrianism,1952,0,4,0,4
970,CHI,Boxing,1956,0,1,2,3
971,CHI,Athletics,1956,0,1,0,1
972,CHI,Shooting,1988,0,1,0,1
973,CHI,Football,2000,0,0,17,17
974,CHI,Tennis,2004,3,0,1,4
975,CHI,Tennis,2008,0,1,0,1
976,CHI,Wrestling,2024,0,1,0,1
977,CHI,Shooting,2024,1,0,0,1
978,CHN,Weightlifting,1984,4,2,0,6
979,CHN,Athletics,1984,0,0,1,1
980,CHN,Fencing,1984,1,0,0,1
981,CHN,Shooting,1984,3,0,3,6
982,CHN,Volleyball,1984,10,0,0,10
983,CHN,Basketball,1984,0,0,12,12
984,CHN,Diving,1984,1,1,1,3
985,CHN,Archery,1984,0,1,0,1
986,CHN,Gymnastics,1984,5,9,7,21
987,CHN,Handball,1984,0,0,13,13
988,CHN,Rowing,1988,0,5,9,14
989,CHN,Weightlifting,1988,0,1,4,5
990,CHN,Athletics,1988,0,0,1,1
991,CHN,Swimming,1988,0,3,1,4
992,CHN,Shooting,1988,0,1,1,2
993,CHN,Volleyball,1988,0,0,11,11
994,CHN,Diving,1988,2,3,1,6
995,CHN,Gymnastics,1988,1,0,1,2
996,CHN,Table Tennis,1988,3,3,1,7
997,CHN,Sailing,1992,0,1,0,1
998,CHN,Rowing,1992,0,0,2,2
999,CHN,Weightlifting,1992,0,2,2,4
1000,CHN,Wrestling,1992,0,0,1,1
1001,CHN,Athletics,1992,1,1,2,4
1002,CHN,Judo,1992,1,0,2,3
1003,CHN,Swimming,1992,4,9,0,13
1004,CHN,Fencing,1992,0,1,0,1
1005,CHN,Shooting,1992,2,2,0,4
1006,CHN,Basketball,1992,0,11,0,11
1007,CHN,Diving,1992,3,1,1,5
1008,CHN,Archery,1992,0,3,0,3
1009,CHN,Gymnastics,1992,2,9,2,13
1010,CHN,Table Tennis,1992,5,3,1,9
1011,CHN,Badminton,1992,0,2,6,8
1012,CHN,Rowing,1996,0,2,0,2
1013,CHN,Weightlifting,1996,2,1,1,4
1014,CHN,Wrestling,1996,0,0,1,1
1015,CHN,Athletics,1996,1,2,1,4
1016,CHN,Judo,1996,1,0,1,2
1017,CHN,Swimming,1996,1,6,5,12
1018,CHN,Football,1996,0,15,0,15
1019,CHN,Shooting,1996,2,2,1,5
1020,CHN,Volleyball,1996,0,9,0,9
1021,CHN,Diving,1996,3,1,1,5
1022,CHN,Softball,1996,0,15,0,15
1023,CHN,Archery,1996,0,1,0,1
1024,CHN,Gymnastics,1996,1,10,1,12
1025,CHN,Table Tennis,1996,6,5,1,12
1026,CHN,Badminton,1996,2,1,4,7
1027,CHN,Taekwondo,2000,1,0,0,1
1028,CHN,Weightlifting,2000,5,1,1,7
1029,CHN,Wrestling,2000,0,0,1,1
1030,CHN,Athletics,2000,1,0,0,1
1031,CHN,Judo,2000,2,1,1,4
1032,CHN,Fencing,2000,0,3,3,6
1033,CHN,Shooting,2000,3,2,3,8
1034,CHN,Cycling,2000,0,0,1,1
1035,CHN,Diving,2000,7,7,0,14
1036,CHN,Gymnastics,2000,8,2,2,12
1037,CHN,Table Tennis,2000,6,5,1,12
1038,CHN,Badminton,2000,6,2,4,12
1039,CHN,Taekwondo,2004,2,0,0,2
1040,CHN,Sailing,2004,0,1,0,1
1041,CHN,Tennis,2004,2,0,0,2
1042,CHN,Weightlifting,2004,5,3,0,8
1043,CHN,Wrestling,2004,1,0,0,1
1044,CHN,Boxing,2004,0,0,1,1
1045,CHN,Athletics,2004,2,0,0,2
1046,CHN,Judo,2004,1,1,3,5
1047,CHN,Swimming,2004,1,5,0,6
1048,CHN,Fencing,2004,0,6,0,6
1049,CHN,Shooting,2004,4,2,3,9
1050,CHN,Volleyball,2004,12,0,0,12
1051,CHN,Cycling,2004,0,1,0,1
1052,CHN,Diving,2004,9,2,1,12
1053,CHN,Canoeing,2004,2,0,0,2
1054,CHN,Archery,2004,0,3,0,3
1055,CHN,Trampolining,2004,0,0,1,1
1056,CHN,Gymnastics,2004,1,0,2,3
1057,CHN,Table Tennis,2004,5,1,3,9
1058,CHN,Badminton,2004,5,2,1,8
1059,CHN,Taekwondo,2008,1,0,1,2
1060,CHN,Sailing,2008,1,0,1,2
1061,CHN,Rowing,2008,4,2,0,6
1062,CHN,Tennis,2008,0,0,2,2
1063,CHN,Weightlifting,2008,8,1,0,9
1064,CHN,Wrestling,2008,1,2,0,3
1065,CHN,Boxing,2008,2,1,1,4
1066,CHN,Athletics,2008,0,0,2,2
1067,CHN,Judo,2008,3,0,1,4
1068,CHN,Swimming,2008,1,7,6,14
1069,CHN,Fencing,2008,1,4,0,5
1070,CHN,Shooting,2008,5,2,1,8
1071,CHN,Volleyball,2008,0,0,12,12
1072,CHN,Hockey,2008,0,16,0,16
1073,CHN,Cycling,2008,0,0,1,1
1074,CHN,Diving,2008,11,1,3,15
1075,CHN,Canoeing,2008,2,0,0,2
1076,CHN,Beach Volleyball,2008,0,2,2,4
1077,CHN,Archery,2008,1,3,3,7
1078,CHN,Trampolining,2008,2,0,1,3
1079,CHN,Gymnastics,2008,19,1,4,24
1080,CHN,Rhythmic Gymnastics,2008,0,6,0,6
1081,CHN,Synchronized Swimming,2008,0,0,9,9
1082,CHN,Table Tennis,2008,8,2,2,12
1083,CHN,Badminton,2008,4,3,5,12
1084,CHN,Taekwondo,2012,1,1,1,3
1085,CHN,Sailing,2012,1,0,0,1
1086,CHN,Rowing,2012,0,2,0,2
1087,CHN,Weightlifting,2012,5,2,0,7
1088,CHN,Wrestling,2012,0,1,0,1
1089,CHN,Boxing,2012,1,1,1,3
1090,CHN,Athletics,2012,1,0,5,6
1091,CHN,Judo,2012,0,1,1,2
1092,CHN,Swimming,2012,5,2,8,15
1093,CHN,Fencing,2012,5,0,1,6
1094,CHN,Shooting,2012,2,2,3,7
1095,CHN,Cycling,2012,0,3,1,4
1096,CHN,Diving,2012,10,3,1,14
1097,CHN,Archery,2012,0,3,1,4
1098,CHN,Trampolining,2012,1,1,2,4
1099,CHN,Modern Pentathlon,2012,0,1,0,1
1100,CHN,Gymnastics,2012,8,3,1,12
1101,CHN,Synchronized Swimming,2012,0,9,2,11
1102,CHN,Table Tennis,2012,8,2,0,10
1103,CHN,Badminton,2012,8,3,1,12
1104,CHN,Taekwondo,2016,2,0,0,2
1105,CHN,Sailing,2016,0,1,0,1
1106,CHN,Rowing,2016,0,0,3,3
1107,CHN,Weightlifting,2016,5,2,0,7
1108,CHN,Wrestling,2016,0,0,2,2
1109,CHN,Boxing,2016,0,1,3,4
1110,CHN,Athletics,2016,2,2,2,6
1111,CHN,Judo,2016,0,0,2,2
1112,CHN,Swimming,2016,1,2,3,6
1113,CHN,Fencing,2016,0,4,1,5
1114,CHN,Shooting,2016,1,2,4,7
1115,CHN,Volleyball,2016,12,0,0,12
1116,CHN,Cycling,2016,2,0,0,2
1117,CHN,Diving,2016,10,2,2,14
1118,CHN,Trampolining,2016,0,1,2,3
1119,CHN,Gymnastics,2016,0,0,10,10
1120,CHN,Golf,2016,0,0,1,1
1121,CHN,Synchronized Swimming,2016,0,11,0,11
1122,CHN,Table Tennis,2016,8,2,0,10
1123,CHN,Badminton,2016,3,0,2,5
1124,CHN,Taekwondo,2020,0,0,1,1
1125,CHN,Sailing,2020,1,0,1,2
1126,CHN,Rowing,2020,4,0,11,15
1127,CHN,Trampoline Gymnastics,2020,1,2,0,3
1128,CHN,Weightlifting,2020,7,1,0,8
1129,CHN,Wrestling,2020,0,2,2,4
1130,CHN,Boxing,2020,0,2,0,2
1131,CHN,Athletics,2020,2,2,1,5
1132,CHN,Artistic Gymnastics,2020,3,3,5,11
1133,CHN,Swimming,2020,8,5,1,14
1134,CHN,Fencing,2020,1,0,0,1
1135,CHN,Shooting,2020,6,1,6,13
1136,CHN,Diving,2020,10,6,0,16
1137,CHN,Canoe Sprint,2020,2,3,0,5
1138,CHN,Cycling Track,2020,3,0,0,3
1139,CHN,Karate,2020,0,1,1,2
1140,CHN,Table Tennis,2020,8,4,0,12
1141,CHN,Badminton,2020,3,7,0,10
1142,CHN,3x3 Basketball,2020,0,0,4,4
1143,CHN,Artistic Swimming,2020,0,10,0,10
1144,CHN,Taekwondo,2024,0,1,1,2
1145,CHN,Tennis,2024,1,2,0,3
1146,CHN,Trampoline Gymnastics,2024,0,1,1,2
1147,CHN,Weightlifting,2024,5,0,0,5
1148,CHN,Wrestling,2024,0,1,4,5
1149,CHN,Boxing,2024,3,2,0,5
1150,CHN,Athletics,2024,1,1,2,4
1151,CHN,Judo,2024,0,0,1,1
1152,CHN,Artistic Gymnastics,2024,2,9,2,13
1153,CHN,Swimming,2024,6,8,22,36
1154,CHN,Shooting,2024,6,2,4,12
1155,CHN,Hockey,2024,0,17,0,17
1156,CHN,Cycling BMX Freestyle,2024,1,0,0,1
1157,CHN,Diving,2024,12,2,1,15
1158,CHN,Archery,2024,0,3,0,3
1159,CHN,Canoe Sprint,2024,4,0,0,4
1160,CHN,Sport Climbing,2024,0,2,0,2
1161,CHN,Rhythmic Gymnastics,2024,5,0,0,5
1162,CHN,Golf,2024,0,0,1,1
1163,CHN,Breaking,2024,0,0,1,1
1164,CHN,Table Tennis,2024,10,1,0,11
1165,CHN,Badminton,2024,4,5,0,9
1166,CHN,Artistic Swimming,2024,11,0,0,11
1167,CIV,Athletics,1984,0,1,0,1
1168,CIV,Taekwondo,2016,1,0,1,2
1169,CIV,Taekwondo,2020,0,0,1,1
1170,CIV,Taekwondo,2024,0,0,1,1
1171,CMR,Boxing,1968,0,1,0,1
1172,CMR,Boxing,1984,0,0,1,1
1173,CMR,Football,2000,18,0,0,18
1174,CMR,Athletics,2004,1,0,0,1
1175,CMR,Athletics,2008,1,0,0,1
1176,COL,Tug-Of-War,1900,0,1,0,1
1177,COL,Boxing,1972,0,0,2,2
1178,COL,Shooting,1972,0,1,0,1
1179,COL,Shooting,1984,0,1,0,1
1180,COL,Boxing,1988,0,0,1,1
1181,COL,Athletics,1992,0,0,1,1
1182,COL,Weightlifting,2000,1,0,0,1
1183,COL,Weightlifting,2004,0,0,1,1
1184,COL,Cycling,2004,0,0,1,1
1185,COL,Weightlifting,2008,0,1,0,1
1186,COL,Wrestling,2008,0,0,1,1
1187,COL,Taekwondo,2012,0,0,1,1
1188,COL,Weightlifting,2012,0,1,0,1
1189,COL,Wrestling,2012,0,0,1,1
1190,COL,Athletics,2012,0,1,0,1
1191,COL,Judo,2012,0,0,1,1
1192,COL,Cycling,2012,1,1,1,3
1193,COL,Weightlifting,2016,1,0,1,2
1194,COL,Boxing,2016,0,1,1,2
1195,COL,Athletics,2016,1,0,0,1
1196,COL,Judo,2016,0,1,0,1
1197,COL,Cycling,2016,1,0,1,2
1198,COL,Weightlifting,2020,0,1,0,1
1199,COL,Athletics,2020,0,2,0,2
1200,COL,Cycling BMX Racing,2020,0,1,1,2
1201,COL,Weightlifting,2024,0,2,0,2
1202,COL,Wrestling,2024,0,0,1,1
1203,COL,Artistic Gymnastics,2024,0,1,0,1
1204,CPV,Boxing,2024,0,0,1,1
1205,CRC,Swimming,1988,0,1,0,1
1206,CRC,Swimming,1996,1,0,0,1
1207,CRC,Swimming,2000,0,0,2,2
1208,CRO,Tennis,1992,0,0,3,3
1209,CRO,Basketball,1992,0,12,0,12
1210,CRO,Water Polo,1996,0,12,0,12
1211,CRO,Handball,1996,16,0,0,16
1212,CRO,Rowing,2000,0,0,9,9
1213,CRO,Weightlifting,2000,1,0,0,1
1214,CRO,Rowing,2004,0,2,0,2
1215,CRO,Tennis,2004,0,0,2,2
1216,CRO,Weightlifting,2004,0,0,1,1
1217,CRO,Swimming,2004,0,1,0,1
1218,CRO,Handball,2004,15,0,0,15
1219,CRO,Taekwondo,2008,0,0,2,2
1220,CRO,Athletics,2008,0,1,0,1
1221,CRO,Shooting,2008,0,0,1,1
1222,CRO,Gymnastics,2008,0,1,0,1
